produto;marca;loja;data;qtd;valor
ar condicionado;Hitachi;Paulista;2025-7-10;7;3503.46
lavadora;Samsung;Paulista;2025-7-10;14;5553.37
celular;HP;Cidade São Paulo;2025-7-10;3;9900.27
celular;HP;Paulista;2025-7-10;10;5453.19
celular;Motorola;Paulista;2025-7-10;27;3346.67
notebook;Motorola;Cidade São Paulo;2025-7-10;32;4853.47
notebook;Samsung;Cidade São Paulo;2025-7-10;43;5235.49
lavadora;LG;Paulista;2025-7-10;28;1088.41
lavadora;LG;Cidade São Paulo;2025-7-11;32;5117.73
notebook;Samsung;Eldorado;2025-7-11;35;1612.96
lavadora;LG;Eldorado;2025-7-11;28;6145.71
notebook;Acer;Eldorado;2025-7-11;40;8037.89
lavadora;Midea;Cidade São Paulo;2025-7-11;35;6529.78
notebook;LG;Paulista;2025-7-11;13;9157.81
lavadora;Midea;Eldorado;2025-7-11;31;4985.75
smart tv;Midea;Cidade São Paulo;2025-7-11;31;1016.70
smart tv;Midea;Eldorado;2025-7-11;2;4889.23
geladeira;Samsung;Cidade São Paulo;2025-7-11;40;2911.74
geladeira;Samsung;Paulista;2025-7-11;15;8602.13
celular;Hitachi;Cidade São Paulo;2025-7-11;31;7891.80
lavadora;Motorola;Eldorado;2025-7-11;46;2495.90
ar condicionado;HP;Paulista;2025-7-11;8;3267.15
lavadora;HP;Paulista;2025-7-11;21;7567.35
smart tv;Hitachi;Paulista;2025-7-11;34;8941.00
notebook;Samsung;Paulista;2025-7-11;34;4291.45
notebook;Samsung;Cidade São Paulo;2025-7-11;26;5950.28
ar condicionado;Midea;Eldorado;2025-7-11;49;6111.60
smart tv;Acer;Eldorado;2025-7-11;11;4343.98
smart tv;Midea;Cidade São Paulo;2025-7-12;23;3137.86
geladeira;Samsung;Cidade São Paulo;2025-7-12;29;7897.40
ar condicionado;HP;Paulista;2025-7-12;41;5926.40
celular;Acer;Paulista;2025-7-12;42;2439.73
lavadora;Samsung;Eldorado;2025-7-12;35;5922.91
lavadora;Samsung;Cidade São Paulo;2025-7-12;32;1519.39
notebook;Acer;Eldorado;2025-7-12;25;4947.74
lavadora;Midea;Cidade São Paulo;2025-7-12;2;7437.29
ar condicionado;HP;Eldorado;2025-7-12;3;1395.68
ar condicionado;HP;Eldorado;2025-7-12;43;7867.83
geladeira;Acer;Paulista;2025-7-12;24;1166.59
ar condicionado;Motorola;Paulista;2025-7-12;45;1971.43
celular;Samsung;Eldorado;2025-7-12;1;3910.84
geladeira;Motorola;Eldorado;2025-7-12;12;2129.81
lavadora;Hitachi;Eldorado;2025-7-12;30;2462.92
ar condicionado;Motorola;Paulista;2025-7-12;23;7125.91
celular;Samsung;Cidade São Paulo;2025-7-12;13;9702.14
ar condicionado;Midea;Eldorado;2025-7-12;30;3633.01
ar condicionado;LG;Cidade São Paulo;2025-7-12;46;5304.10
celular;Hitachi;Eldorado;2025-7-12;38;1250.08
smart tv;Samsung;Paulista;2025-7-13;5;8765.89
celular;LG;Paulista;2025-7-13;44;2056.35
lavadora;Hitachi;Paulista;2025-7-13;19;1090.39
smart tv;Hitachi;Cidade São Paulo;2025-7-13;19;9896.10
notebook;Motorola;Paulista;2025-7-13;35;7756.59
smart tv;Hitachi;Eldorado;2025-7-13;32;4850.61
celular;Acer;Eldorado;2025-7-13;7;6638.60
notebook;LG;Cidade São Paulo;2025-7-13;29;1133.35
celular;Hitachi;Cidade São Paulo;2025-7-13;36;1088.48
geladeira;Motorola;Cidade São Paulo;2025-7-13;37;2964.08
geladeira;HP;Cidade São Paulo;2025-7-13;11;6709.14
geladeira;Samsung;Paulista;2025-7-13;15;8361.42
celular;Hitachi;Cidade São Paulo;2025-7-13;33;2460.74
lavadora;Motorola;Cidade São Paulo;2025-7-13;6;3493.68
geladeira;LG;Paulista;2025-7-13;26;6465.95
geladeira;Midea;Paulista;2025-7-13;19;6386.06
ar condicionado;Hitachi;Eldorado;2025-7-13;46;4618.88
smart tv;Motorola;Cidade São Paulo;2025-7-13;37;7977.89
notebook;HP;Eldorado;2025-7-13;29;8082.98
notebook;Midea;Cidade São Paulo;2025-7-13;33;7601.58
celular;Acer;Cidade São Paulo;2025-7-14;26;5893.18
geladeira;Acer;Eldorado;2025-7-14;29;9859.82
geladeira;LG;Eldorado;2025-7-14;27;9341.30
notebook;Midea;Cidade São Paulo;2025-7-14;20;3400.54
smart tv;Samsung;Paulista;2025-7-14;33;9936.40
geladeira;Motorola;Cidade São Paulo;2025-7-14;2;8033.27
geladeira;Midea;Paulista;2025-7-14;9;3088.47
geladeira;Motorola;Paulista;2025-7-14;1;1710.61
smart tv;Hitachi;Cidade São Paulo;2025-7-14;2;3698.13
geladeira;Samsung;Eldorado;2025-7-14;20;3448.39
celular;Hitachi;Cidade São Paulo;2025-7-14;17;3946.67
geladeira;Samsung;Eldorado;2025-7-14;12;5589.38
notebook;Hitachi;Cidade São Paulo;2025-7-14;42;6946.15
smart tv;Acer;Cidade São Paulo;2025-7-14;45;2670.46
geladeira;Motorola;Paulista;2025-7-14;41;5700.86
lavadora;Midea;Paulista;2025-7-14;9;7748.40
geladeira;Motorola;Paulista;2025-7-14;18;4709.57
smart tv;HP;Paulista;2025-7-14;37;8186.87
lavadora;Hitachi;Cidade São Paulo;2025-7-14;50;7978.53
lavadora;HP;Eldorado;2025-7-14;17;6340.50
celular;Motorola;Paulista;2025-7-15;38;8957.71
ar condicionado;Midea;Eldorado;2025-7-15;23;5824.98
lavadora;Acer;Paulista;2025-7-15;18;5744.72
smart tv;Hitachi;Paulista;2025-7-15;6;1016.03
celular;Midea;Eldorado;2025-7-15;24;9913.74
geladeira;HP;Eldorado;2025-7-15;18;7386.00
smart tv;Acer;Cidade São Paulo;2025-7-15;3;8821.28
lavadora;HP;Eldorado;2025-7-15;31;5334.61
notebook;HP;Eldorado;2025-7-15;15;5220.27
geladeira;LG;Paulista;2025-7-15;33;9732.18
celular;LG;Cidade São Paulo;2025-7-15;28;5909.80
celular;Motorola;Cidade São Paulo;2025-7-15;22;1563.80
notebook;HP;Cidade São Paulo;2025-7-15;11;6480.46
lavadora;Hitachi;Paulista;2025-7-15;24;4616.86
smart tv;Midea;Paulista;2025-7-15;7;5200.81
notebook;HP;Cidade São Paulo;2025-7-15;5;3193.26
celular;HP;Cidade São Paulo;2025-7-15;28;5294.09
ar condicionado;Motorola;Cidade São Paulo;2025-7-15;20;9187.91
geladeira;Samsung;Cidade São Paulo;2025-7-15;4;2703.99
ar condicionado;Acer;Paulista;2025-7-15;13;2595.01
celular;Hitachi;Cidade São Paulo;2025-7-16;11;2845.24
lavadora;Midea;Cidade São Paulo;2025-7-16;36;2214.04
geladeira;Hitachi;Paulista;2025-7-16;4;4374.47
celular;Hitachi;Cidade São Paulo;2025-7-16;32;1237.60
smart tv;Acer;Eldorado;2025-7-16;21;6831.76
lavadora;Midea;Cidade São Paulo;2025-7-16;18;3313.77
lavadora;Hitachi;Cidade São Paulo;2025-7-16;3;6264.56
smart tv;Motorola;Eldorado;2025-7-16;41;3143.28
notebook;Motorola;Eldorado;2025-7-16;33;9697.24
geladeira;Hitachi;Cidade São Paulo;2025-7-16;21;1545.45
lavadora;Midea;Eldorado;2025-7-16;12;8157.53
smart tv;LG;Cidade São Paulo;2025-7-16;6;2341.80
lavadora;Motorola;Cidade São Paulo;2025-7-16;21;7539.17
celular;Samsung;Eldorado;2025-7-16;10;7946.82
ar condicionado;Motorola;Cidade São Paulo;2025-7-16;9;9523.04
smart tv;HP;Paulista;2025-7-16;17;9585.95
lavadora;Midea;Cidade São Paulo;2025-7-16;47;2154.20
smart tv;Acer;Cidade São Paulo;2025-7-16;42;6550.34
ar condicionado;Midea;Cidade São Paulo;2025-7-16;27;9615.44
smart tv;Midea;Paulista;2025-7-16;20;7971.88
lavadora;LG;Paulista;2025-7-17;8;1292.33
notebook;LG;Paulista;2025-7-17;44;9461.61
smart tv;Samsung;Eldorado;2025-7-17;9;6449.99
ar condicionado;Samsung;Eldorado;2025-7-17;3;6863.70
ar condicionado;HP;Eldorado;2025-7-17;34;3154.10
lavadora;LG;Eldorado;2025-7-17;28;8183.45
lavadora;Hitachi;Cidade São Paulo;2025-7-17;26;7543.81
smart tv;Hitachi;Eldorado;2025-7-17;32;8309.46
smart tv;Samsung;Cidade São Paulo;2025-7-17;21;2906.71
smart tv;Motorola;Eldorado;2025-7-17;50;7087.46
smart tv;HP;Cidade São Paulo;2025-7-17;20;4655.11
ar condicionado;Hitachi;Cidade São Paulo;2025-7-17;14;8237.55
celular;Samsung;Eldorado;2025-7-17;26;7299.90
celular;Midea;Paulista;2025-7-17;1;8323.82
notebook;LG;Paulista;2025-7-17;10;4530.89
smart tv;Motorola;Paulista;2025-7-17;47;5023.00
notebook;HP;Eldorado;2025-7-17;37;9745.22
geladeira;HP;Paulista;2025-7-17;34;5925.34
lavadora;Samsung;Cidade São Paulo;2025-7-17;11;1572.00
geladeira;HP;Eldorado;2025-7-17;40;6211.38
ar condicionado;Hitachi;Paulista;2025-7-18;28;2611.86
celular;Hitachi;Eldorado;2025-7-18;5;9366.86
lavadora;HP;Cidade São Paulo;2025-7-18;49;7438.18
geladeira;HP;Eldorado;2025-7-18;4;1240.28
notebook;LG;Cidade São Paulo;2025-7-18;40;9908.89
smart tv;Acer;Paulista;2025-7-18;10;9636.06
notebook;Acer;Eldorado;2025-7-18;12;3122.79
smart tv;Midea;Paulista;2025-7-18;44;3040.65
lavadora;HP;Paulista;2025-7-18;3;8276.35
ar condicionado;Motorola;Cidade São Paulo;2025-7-18;49;7903.50
geladeira;HP;Cidade São Paulo;2025-7-18;10;2042.43
notebook;Motorola;Cidade São Paulo;2025-7-18;48;5960.30
notebook;LG;Paulista;2025-7-18;10;1660.57
ar condicionado;Samsung;Eldorado;2025-7-18;37;5281.59
notebook;HP;Paulista;2025-7-18;36;2011.93
notebook;HP;Eldorado;2025-7-18;32;5535.42
geladeira;LG;Cidade São Paulo;2025-7-18;20;8367.93
smart tv;Acer;Cidade São Paulo;2025-7-18;45;8921.74
notebook;Motorola;Cidade São Paulo;2025-7-18;50;1881.26
celular;LG;Cidade São Paulo;2025-7-18;7;5782.23
ar condicionado;HP;Eldorado;2025-7-19;4;8477.03
lavadora;Midea;Cidade São Paulo;2025-7-19;10;7263.21
notebook;Midea;Paulista;2025-7-19;46;8193.21
notebook;Midea;Cidade São Paulo;2025-7-19;3;9639.32
lavadora;Midea;Paulista;2025-7-19;11;2291.21
smart tv;Samsung;Paulista;2025-7-19;46;8496.77
geladeira;Samsung;Eldorado;2025-7-19;19;2265.91
celular;Samsung;Eldorado;2025-7-19;19;6129.86
lavadora;Motorola;Paulista;2025-7-19;35;4517.30
ar condicionado;Midea;Eldorado;2025-7-19;17;8726.36
ar condicionado;Samsung;Paulista;2025-7-19;22;6046.59
smart tv;Acer;Cidade São Paulo;2025-7-19;30;4900.36
notebook;LG;Cidade São Paulo;2025-7-19;15;8464.02
lavadora;LG;Cidade São Paulo;2025-7-19;2;5025.95
smart tv;Motorola;Paulista;2025-7-19;3;9374.83
notebook;Hitachi;Eldorado;2025-7-19;4;3763.41
ar condicionado;Acer;Eldorado;2025-7-19;4;5804.92
ar condicionado;Midea;Eldorado;2025-7-19;9;1093.38
geladeira;LG;Cidade São Paulo;2025-7-19;22;7210.65
celular;Midea;Eldorado;2025-7-19;46;4433.46
geladeira;Samsung;Paulista;2025-7-20;8;9406.80
smart tv;Samsung;Paulista;2025-7-20;37;4528.04
geladeira;Samsung;Eldorado;2025-7-20;45;4644.73
geladeira;LG;Cidade São Paulo;2025-7-20;14;9503.75
celular;Hitachi;Paulista;2025-7-20;40;5551.87
celular;Samsung;Paulista;2025-7-20;50;1170.53
smart tv;Acer;Paulista;2025-7-20;2;7472.66
celular;Samsung;Eldorado;2025-7-20;2;4495.30
celular;Hitachi;Paulista;2025-7-20;26;1880.02
celular;HP;Paulista;2025-7-20;26;8078.73
lavadora;Midea;Cidade São Paulo;2025-7-20;28;2528.52
ar condicionado;Samsung;Cidade São Paulo;2025-7-20;20;3579.64
lavadora;LG;Cidade São Paulo;2025-7-20;9;4981.47
smart tv;Samsung;Cidade São Paulo;2025-7-20;28;7134.16
notebook;HP;Paulista;2025-7-20;19;4193.12
ar condicionado;Samsung;Eldorado;2025-7-20;16;5039.84
geladeira;Midea;Eldorado;2025-7-20;26;2554.03
smart tv;HP;Cidade São Paulo;2025-7-20;36;8840.33
smart tv;Samsung;Eldorado;2025-7-20;6;4018.81
notebook;Midea;Paulista;2025-7-20;3;7275.37
geladeira;Samsung;Paulista;2025-7-21;44;2740.44
celular;Hitachi;Cidade São Paulo;2025-7-21;46;6152.25
smart tv;Samsung;Paulista;2025-7-21;43;5296.19
notebook;Samsung;Eldorado;2025-7-21;18;9876.61
notebook;Midea;Cidade São Paulo;2025-7-21;31;8165.88
lavadora;Motorola;Cidade São Paulo;2025-7-21;15;2365.72
notebook;LG;Cidade São Paulo;2025-7-21;32;7077.60
lavadora;Acer;Eldorado;2025-7-21;39;1737.72
ar condicionado;LG;Eldorado;2025-7-21;40;6672.02
ar condicionado;LG;Paulista;2025-7-21;33;3145.95
ar condicionado;Acer;Eldorado;2025-7-21;28;3995.69
lavadora;Hitachi;Paulista;2025-7-21;5;2111.22
lavadora;Acer;Cidade São Paulo;2025-7-21;13;1747.50
ar condicionado;LG;Cidade São Paulo;2025-7-21;42;8326.34
celular;Motorola;Paulista;2025-7-21;42;1604.27
lavadora;Midea;Eldorado;2025-7-21;32;4016.98
smart tv;Midea;Cidade São Paulo;2025-7-21;13;9210.19
lavadora;Samsung;Cidade São Paulo;2025-7-21;1;2562.29
lavadora;HP;Eldorado;2025-7-21;1;3972.62
lavadora;Acer;Paulista;2025-7-21;18;5296.40
notebook;LG;Cidade São Paulo;2025-7-22;21;6129.41
celular;Acer;Paulista;2025-7-22;26;6425.54
smart tv;Hitachi;Cidade São Paulo;2025-7-22;38;7881.03
smart tv;Acer;Cidade São Paulo;2025-7-22;12;4822.55
geladeira;Samsung;Eldorado;2025-7-22;7;5089.33
smart tv;HP;Eldorado;2025-7-22;36;9623.04
celular;HP;Paulista;2025-7-22;26;2867.24
ar condicionado;HP;Paulista;2025-7-22;9;5914.51
celular;Acer;Cidade São Paulo;2025-7-22;11;8394.64
smart tv;Midea;Eldorado;2025-7-22;2;8422.45
celular;Hitachi;Cidade São Paulo;2025-7-22;2;1686.96
geladeira;Hitachi;Cidade São Paulo;2025-7-22;42;6899.55
lavadora;LG;Paulista;2025-7-22;45;4882.64
notebook;Motorola;Paulista;2025-7-22;24;2681.86
geladeira;HP;Cidade São Paulo;2025-7-22;42;4437.81
celular;Hitachi;Eldorado;2025-7-22;27;4066.52
geladeira;LG;Paulista;2025-7-22;11;7703.52
geladeira;Midea;Cidade São Paulo;2025-7-22;10;7823.32
lavadora;Acer;Paulista;2025-7-22;23;8323.79
celular;Midea;Cidade São Paulo;2025-7-22;38;2948.80
geladeira;LG;Eldorado;2025-7-23;26;5343.22
lavadora;LG;Eldorado;2025-7-23;6;4157.06
lavadora;Midea;Paulista;2025-7-23;32;1757.82
lavadora;Acer;Cidade São Paulo;2025-7-23;8;3022.54
lavadora;LG;Cidade São Paulo;2025-7-23;27;8652.20
celular;Acer;Paulista;2025-7-23;50;2152.33
smart tv;Acer;Cidade São Paulo;2025-7-23;38;8116.79
lavadora;Motorola;Paulista;2025-7-23;9;7334.89
celular;Midea;Cidade São Paulo;2025-7-23;25;5710.19
smart tv;Samsung;Cidade São Paulo;2025-7-23;45;6183.69
geladeira;Hitachi;Eldorado;2025-7-23;33;4017.90
smart tv;HP;Cidade São Paulo;2025-7-23;2;1086.39
celular;LG;Cidade São Paulo;2025-7-23;1;6276.67
lavadora;Hitachi;Cidade São Paulo;2025-7-23;46;8980.93
lavadora;Acer;Cidade São Paulo;2025-7-23;44;1724.60
lavadora;Samsung;Cidade São Paulo;2025-7-23;9;5295.87
ar condicionado;HP;Paulista;2025-7-23;46;3192.69
notebook;Samsung;Cidade São Paulo;2025-7-23;30;8471.57
lavadora;Motorola;Eldorado;2025-7-23;40;1426.02
ar condicionado;Hitachi;Eldorado;2025-7-23;38;2396.40
lavadora;Acer;Paulista;2025-7-24;14;9011.33
notebook;HP;Cidade São Paulo;2025-7-24;5;7314.19
smart tv;Midea;Cidade São Paulo;2025-7-24;21;5119.48
lavadora;Motorola;Eldorado;2025-7-24;1;9873.95
smart tv;Motorola;Paulista;2025-7-24;8;6449.41
celular;HP;Paulista;2025-7-24;35;8682.48
notebook;Midea;Eldorado;2025-7-24;27;7471.83
smart tv;Midea;Eldorado;2025-7-24;31;5269.99
notebook;Samsung;Eldorado;2025-7-24;14;8032.24
celular;Motorola;Eldorado;2025-7-24;28;2340.62
notebook;HP;Eldorado;2025-7-24;5;6919.62
smart tv;Midea;Paulista;2025-7-24;11;3769.21
lavadora;LG;Eldorado;2025-7-24;49;5961.96
smart tv;Midea;Paulista;2025-7-24;40;4693.08
geladeira;LG;Cidade São Paulo;2025-7-24;30;7563.33
lavadora;Samsung;Cidade São Paulo;2025-7-24;50;3998.93
notebook;Acer;Eldorado;2025-7-24;30;3976.28
smart tv;LG;Paulista;2025-7-24;24;7308.20
smart tv;Motorola;Paulista;2025-7-24;40;1164.83
ar condicionado;Hitachi;Cidade São Paulo;2025-7-24;37;9866.20
lavadora;Hitachi;Paulista;2025-7-25;34;9470.40
ar condicionado;Hitachi;Eldorado;2025-7-25;9;1490.89
ar condicionado;Hitachi;Paulista;2025-7-25;45;4911.59
geladeira;Samsung;Eldorado;2025-7-25;27;1495.13
lavadora;Hitachi;Cidade São Paulo;2025-7-25;1;8169.95
notebook;Acer;Cidade São Paulo;2025-7-25;2;2025.34
ar condicionado;HP;Cidade São Paulo;2025-7-25;32;4931.96
celular;Motorola;Cidade São Paulo;2025-7-25;50;5246.38
celular;HP;Eldorado;2025-7-25;29;7392.28
geladeira;Hitachi;Eldorado;2025-7-25;31;2712.47
celular;Acer;Eldorado;2025-7-25;28;2143.70
lavadora;Samsung;Eldorado;2025-7-25;1;1873.34
notebook;LG;Paulista;2025-7-25;23;1589.56
celular;HP;Cidade São Paulo;2025-7-25;16;8488.44
geladeira;Motorola;Paulista;2025-7-25;36;2710.83
lavadora;LG;Paulista;2025-7-25;15;9523.03
smart tv;Samsung;Cidade São Paulo;2025-7-25;40;4592.12
celular;Motorola;Eldorado;2025-7-25;10;1475.66
smart tv;LG;Paulista;2025-7-25;9;7642.56
smart tv;Acer;Eldorado;2025-7-25;38;4200.52
geladeira;Midea;Cidade São Paulo;2025-7-26;35;6335.23
lavadora;Midea;Paulista;2025-7-26;27;1403.96
smart tv;Samsung;Eldorado;2025-7-26;36;5033.21
smart tv;LG;Eldorado;2025-7-26;49;3490.23
ar condicionado;LG;Paulista;2025-7-26;11;2633.06
notebook;LG;Cidade São Paulo;2025-7-26;28;9204.67
celular;Samsung;Paulista;2025-7-26;32;5932.21
smart tv;Midea;Cidade São Paulo;2025-7-26;29;6642.12
celular;Samsung;Cidade São Paulo;2025-7-26;37;8511.58
ar condicionado;Samsung;Paulista;2025-7-26;45;8795.52
notebook;Hitachi;Paulista;2025-7-26;50;6118.35
ar condicionado;HP;Cidade São Paulo;2025-7-26;36;7188.76
lavadora;Motorola;Cidade São Paulo;2025-7-26;2;4712.93
smart tv;LG;Cidade São Paulo;2025-7-26;34;3456.14
notebook;Midea;Paulista;2025-7-26;36;4899.95
notebook;Acer;Eldorado;2025-7-26;34;9122.10
notebook;Midea;Eldorado;2025-7-26;15;4067.66
notebook;Acer;Eldorado;2025-7-26;22;7739.30
celular;HP;Eldorado;2025-7-26;15;9650.32
celular;Samsung;Eldorado;2025-7-26;18;8360.00
ar condicionado;Midea;Cidade São Paulo;2025-7-27;46;3855.10
geladeira;HP;Paulista;2025-7-27;47;6177.34
lavadora;Samsung;Eldorado;2025-7-27;44;5372.44
lavadora;Midea;Paulista;2025-7-27;33;3180.86
geladeira;Acer;Paulista;2025-7-27;29;4874.21
lavadora;Motorola;Eldorado;2025-7-27;9;7067.24
celular;Midea;Eldorado;2025-7-27;33;4760.09
celular;Motorola;Eldorado;2025-7-27;46;6474.16
notebook;Motorola;Eldorado;2025-7-27;5;9787.94
geladeira;Hitachi;Eldorado;2025-7-27;36;3660.22
smart tv;LG;Paulista;2025-7-27;26;3153.72
notebook;HP;Eldorado;2025-7-27;8;1408.87
celular;Samsung;Paulista;2025-7-27;43;6179.69
notebook;Midea;Paulista;2025-7-27;33;2211.37
celular;Midea;Cidade São Paulo;2025-7-27;22;8615.82
smart tv;Motorola;Cidade São Paulo;2025-7-27;37;7105.21
ar condicionado;Motorola;Paulista;2025-7-27;44;4807.80
smart tv;LG;Eldorado;2025-7-27;12;1867.47
ar condicionado;Motorola;Eldorado;2025-7-27;46;7236.36
notebook;LG;Paulista;2025-7-27;48;3409.46
ar condicionado;LG;Paulista;2025-7-28;33;5493.42
geladeira;LG;Cidade São Paulo;2025-7-28;13;1544.01
smart tv;Samsung;Paulista;2025-7-28;12;2491.83
celular;Hitachi;Paulista;2025-7-28;6;1905.69
ar condicionado;LG;Cidade São Paulo;2025-7-28;47;8359.34
notebook;Acer;Eldorado;2025-7-28;12;6240.13
ar condicionado;LG;Cidade São Paulo;2025-7-28;31;8374.28
notebook;HP;Eldorado;2025-7-28;19;6715.02
celular;Acer;Eldorado;2025-7-28;29;6393.70
lavadora;Midea;Cidade São Paulo;2025-7-28;47;8350.69
celular;Motorola;Paulista;2025-7-28;19;3925.92
ar condicionado;Acer;Eldorado;2025-7-28;17;4563.61
geladeira;Hitachi;Paulista;2025-7-28;17;1485.18
ar condicionado;Acer;Paulista;2025-7-28;35;6440.49
celular;Samsung;Cidade São Paulo;2025-7-28;4;1182.94
ar condicionado;Motorola;Eldorado;2025-7-28;21;4923.02
lavadora;Midea;Paulista;2025-7-28;47;8376.91
celular;Hitachi;Paulista;2025-7-28;13;1867.97
lavadora;Hitachi;Cidade São Paulo;2025-7-28;4;3530.55
notebook;Acer;Eldorado;2025-7-28;17;6952.64
ar condicionado;LG;Cidade São Paulo;2025-7-29;41;5931.96
celular;Acer;Cidade São Paulo;2025-7-29;38;1227.05
notebook;LG;Paulista;2025-7-29;37;3473.27
notebook;Acer;Eldorado;2025-7-29;42;5184.80
ar condicionado;Samsung;Paulista;2025-7-29;7;6026.85
geladeira;LG;Eldorado;2025-7-29;21;1151.86
celular;Midea;Cidade São Paulo;2025-7-29;10;2298.20
celular;Acer;Cidade São Paulo;2025-7-29;31;1559.64
celular;Hitachi;Cidade São Paulo;2025-7-29;25;5465.45
ar condicionado;HP;Paulista;2025-7-29;36;2099.65
smart tv;HP;Cidade São Paulo;2025-7-29;22;3617.67
lavadora;Acer;Paulista;2025-7-29;16;3235.46
lavadora;HP;Cidade São Paulo;2025-7-29;50;3934.54
notebook;Motorola;Cidade São Paulo;2025-7-29;8;9312.73
lavadora;Acer;Paulista;2025-7-29;23;1241.01
ar condicionado;Acer;Paulista;2025-7-29;12;6161.08
lavadora;Hitachi;Eldorado;2025-7-29;35;8469.15
lavadora;Acer;Paulista;2025-7-29;30;7685.06
lavadora;LG;Eldorado;2025-7-29;42;8696.43
smart tv;LG;Eldorado;2025-7-29;29;5172.37
ar condicionado;Hitachi;Paulista;2025-8-1;19;3406.62
celular;Samsung;Eldorado;2025-8-1;12;8801.20
celular;Hitachi;Eldorado;2025-8-1;34;9327.81
smart tv;Samsung;Cidade São Paulo;2025-8-1;37;8323.37
lavadora;Midea;Eldorado;2025-8-1;46;9768.46
ar condicionado;Samsung;Eldorado;2025-8-1;2;3541.90
celular;Motorola;Eldorado;2025-8-1;30;7215.41
ar condicionado;LG;Paulista;2025-8-1;13;6425.61
lavadora;Hitachi;Cidade São Paulo;2025-8-1;7;2922.45
geladeira;Acer;Paulista;2025-8-1;34;5500.57
celular;Midea;Paulista;2025-8-1;44;8313.15
geladeira;HP;Cidade São Paulo;2025-8-1;44;2757.52
lavadora;HP;Eldorado;2025-8-1;45;8613.30
lavadora;LG;Eldorado;2025-8-1;36;9620.51
smart tv;Midea;Eldorado;2025-8-1;12;8053.83
smart tv;Hitachi;Paulista;2025-8-1;11;2929.38
smart tv;LG;Eldorado;2025-8-1;31;8446.39
lavadora;Midea;Cidade São Paulo;2025-8-1;27;8314.34
geladeira;Hitachi;Cidade São Paulo;2025-8-1;27;1801.80
celular;Samsung;Paulista;2025-8-1;23;5752.30
ar condicionado;HP;Paulista;2025-8-2;17;1422.85
celular;LG;Cidade São Paulo;2025-8-2;36;6398.18
ar condicionado;Motorola;Cidade São Paulo;2025-8-2;7;2858.18
ar condicionado;HP;Cidade São Paulo;2025-8-2;27;1397.88
smart tv;Acer;Cidade São Paulo;2025-8-2;34;6035.16
celular;Midea;Cidade São Paulo;2025-8-2;34;3291.00
geladeira;Acer;Eldorado;2025-8-2;16;2131.36
smart tv;Acer;Paulista;2025-8-2;33;7831.86
ar condicionado;Samsung;Eldorado;2025-8-2;33;8619.97
celular;Motorola;Cidade São Paulo;2025-8-2;6;2783.90
notebook;Motorola;Paulista;2025-8-2;17;3089.30
smart tv;Hitachi;Paulista;2025-8-2;30;6251.33
lavadora;LG;Paulista;2025-8-2;18;1005.65
lavadora;Motorola;Paulista;2025-8-2;2;1433.22
celular;HP;Eldorado;2025-8-2;38;5950.85
smart tv;HP;Paulista;2025-8-2;15;8493.87
celular;Samsung;Paulista;2025-8-2;15;9176.13
lavadora;Samsung;Paulista;2025-8-2;39;8156.64
geladeira;LG;Eldorado;2025-8-2;40;7534.16
lavadora;Samsung;Cidade São Paulo;2025-8-2;38;6812.33
smart tv;Midea;Eldorado;2025-8-3;20;3265.77
geladeira;Hitachi;Eldorado;2025-8-3;36;7804.41
lavadora;Midea;Eldorado;2025-8-3;47;5638.35
celular;Acer;Eldorado;2025-8-3;20;9081.93
ar condicionado;Midea;Eldorado;2025-8-3;36;4650.27
geladeira;Hitachi;Paulista;2025-8-3;46;8241.29
celular;Acer;Cidade São Paulo;2025-8-3;14;4145.27
geladeira;Midea;Cidade São Paulo;2025-8-3;16;9351.93
notebook;LG;Cidade São Paulo;2025-8-3;29;5352.36
geladeira;Acer;Cidade São Paulo;2025-8-3;24;4258.31
smart tv;Acer;Paulista;2025-8-3;29;2254.84
ar condicionado;LG;Paulista;2025-8-3;49;2615.97
geladeira;Motorola;Cidade São Paulo;2025-8-3;25;8195.01
lavadora;LG;Eldorado;2025-8-3;4;4169.03
celular;LG;Paulista;2025-8-3;5;7904.53
ar condicionado;Hitachi;Paulista;2025-8-3;2;5131.18
celular;Acer;Eldorado;2025-8-3;20;2101.04
ar condicionado;Hitachi;Eldorado;2025-8-3;29;6958.67
celular;Acer;Paulista;2025-8-3;38;2850.25
ar condicionado;Samsung;Cidade São Paulo;2025-8-3;18;3408.08
geladeira;Motorola;Eldorado;2025-8-4;11;7076.94
lavadora;Samsung;Cidade São Paulo;2025-8-4;34;9359.08
smart tv;Acer;Paulista;2025-8-4;43;5160.03
geladeira;HP;Paulista;2025-8-4;11;4631.98
geladeira;Acer;Eldorado;2025-8-4;45;7607.48
celular;Acer;Paulista;2025-8-4;22;5981.40
ar condicionado;Samsung;Cidade São Paulo;2025-8-4;24;9973.23
geladeira;Samsung;Eldorado;2025-8-4;32;6331.94
geladeira;Motorola;Eldorado;2025-8-4;26;5983.52
smart tv;Samsung;Eldorado;2025-8-4;5;3508.75
notebook;LG;Eldorado;2025-8-4;27;5838.44
notebook;LG;Cidade São Paulo;2025-8-4;38;9092.79
ar condicionado;Hitachi;Paulista;2025-8-4;23;5994.15
ar condicionado;Midea;Eldorado;2025-8-4;4;3491.48
ar condicionado;Acer;Paulista;2025-8-4;10;5489.64
